Name	File	Value	Tag
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	הירש	I_PERS
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	ידיעה	I_ORG
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	אחרון	I_ORG
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	יצחק	I_PERS
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	שולמית	I_PERS
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	אפפל	I_PERS
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	תמר	I_LOC
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	שניר	I_PERS
 אפפל שולמית	Max_100/145_אפפל_שולמית.txt	לאה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אלמוג	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אהרון	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תלאביב	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ישי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שולמית	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שירן	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	בתלאביב	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תימן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שכונה	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	כרם	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	חזן	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	נווה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מקווה	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ישראל	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	פלמ"ח	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	קיבוץ	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תלגזר	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אוניברסיטה	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תלאביב	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ואחרכך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	רות	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אלמוג	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יהודה	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ביאליק	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שלונסקי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	סער	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ארץ	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ישראלי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תלאביב	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	בית	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אבא	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תל	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	גזר	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אמונה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יפה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אֵלֶּה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	סְפוׂר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אוׂמֵר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אֲנִי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מְאוׂרוׂת	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מְחֻסְפְּסֵי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הַכְּפוׂר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לֶחֶם	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	בְּחַדְרִי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ְשִיׁר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ׁוׂמֵע	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ישראל	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ירושלים	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	פואטיקה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	עמיחי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הפייטן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ִׁקְמָה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אָבְלו	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	עֲצֵי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שָׂדֶה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לׂא	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יִרְקְדו	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לׂא	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יִמְחֲאו	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	כַּף	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	חָלַף	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אָבִיב	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	כָּלָה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	קַיִץ	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לְך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תָּמִיד	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ַה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לֵך	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לְפׂה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לֵך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שַׁלֵּם	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אֶתזֶה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	לְפׂה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אֶת	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	זֶה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שֻׁלְחָנְך	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אַתָּה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	חוׂזֵר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ְּמֶשֶׁך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הרצל	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	רחוב	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הרצל	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תלאביב	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מכאן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מכאן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תש"ח	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	עמק	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יזרעאל	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אבשלום	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	בן	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	פרבר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תל	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	התגייס	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	פלמ"ח	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אבשלוםמציגה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	צבר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אורי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	משה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שמיר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תל	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	גזר	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אביבי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הֵם	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	חַיֶּיך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	וְכָל	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יָפְיְך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	רֵיח	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ֶׁל	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	גֶֹשֶׁם	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	טִפָּה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הִתְרַגְּשׁוּת	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	וְהַלֵּץ	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	שֶׁבְּך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ִתְגַּעְגֵּע	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ַּחַלּוׂן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	רוׂאֶה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אָדָם	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אַתָּה	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ַשְׁאִיר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אַחֲרֶיך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מִקִּיר	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	עָלֶיך	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ְּגָדֶיך	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יַפִּילו	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	גוׂרָל	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	רחוב	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	הרצל	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	חצות	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	פרס	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ברנר	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	פרס	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ביאליק	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יצחק	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	עברית	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תימן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ישראל	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	עטרת	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יצחק	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	תימן	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	נתניה	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אהרון	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אלמוג	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	מדינה	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ישראל	I_ORG
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ירושלים	I_LOC
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	ברוך	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אהרון	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	אלמוג	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	יוסי	I_PERS
 אלמוג מבורת אהרון	Max_100/117_אלמוג_(מבורת)_אהרון.txt	1.7.2005.ה'4	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ארצי	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	נאוה	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	יפו	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ניצה	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	בן	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	דב	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	יפו	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	בוקובינה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	רומני	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מִימִי	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מרגלית	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מלובלין	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מאיר	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	שפירא	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אושוויץ	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אביה	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	יצחק	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ארצי	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	הרציג	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	רומני	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	טרנסניסטריה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ישראל	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	כנסת	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ישראל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	קפריסין	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מושב	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אלוני	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אבא	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	שלמה	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ארצי	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	עירייה	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	תל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אביב	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	כנסת	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	הרצליה	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	צה"ל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	גל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	צה"ל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אוניברסיטה	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	תל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אביב	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	נעם	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	לן	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	הורק	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ישראל	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	תל	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אביב	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	צוף	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ארץ	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ישראל	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	תל	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אביב	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מוריס	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	חביבאל	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ג'רבה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אפריקה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	בן	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	הורק	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	רומן	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	חיפה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	מדינה	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ישראל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	פולין	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אירופה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	שריף	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אישראל	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אמריקה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	הניאגרה	I_LOC
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	ישראל	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	אישראל	I_ORG
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	פול	I_PERS
 סמל ארצי נאוה	Max_100/927_סמל_(ארצי)_נאוה.txt	תיאטרון	I_ORG
